JT_ID,Job_Title,Titre_de_poste,Job_Function,Fonction_professionnelle,Job_Family,Famille_d'emplois,Managerial_Level,Niveau_de_gestion,2016_NOC_UID,2016_NOC_Title,2016_CNP_Titre,2021_NOC_UID,2021_NOC_Title,2021_CNP_Titre,Match_Key,PSES_Subset_Mapping,Job_Bank_GC,NOC match,"Change to ""title"" / ""NOC""",GEDS_adv search - title/contains (where JobBank=n),,Other consideration,Alternate option_Job Title / Consideration,Alt op_JT secondary
608,Tester,Testeur(euse),General Labour and Trades,Travail général et métiers,General Labour,Manoeuvres,Employee,Employé(e),7445,7445 Other repairers and servicers,7445 Autres réparateurs / réparatrices et préposés / préposées à l'entretien,22311,Electronic service technicians (household and business equipment),Électroniciens / électroniciennes d'entretien (biens domestiques et commerciaux),608,Non-supervisor,,,GENERIC - CONSIDER REMOVAL - TESTER OF WHAT?,,,"Many types of Tester, beer, diesel eng, etc. > dif NOCs",,
609,Textile Labourer,Ouvrier textile,General Labour and Trades,Travail général et métiers,General Labour,Manoeuvres,Employee,Employé(e),9616,9616 Labourers in textile processing,9616 Manoeuvres des produits du textile,95105,Labourers in textile processing and cutting,Manoeuvres dans la fabrication et la coupe des produits du textile,609,Non-supervisor,n,n - now changed,Textile Product Labourer in Canada | Labour Market Facts and Figures - Job Bank,n,,fr 94130 to 95105,,
610,Bridge Inspector,Inspecteur(rice) de ponts,General Labour and Trades,Travail général et métiers,Inspection,Inspection,Employee,Employé(e),2264,2264 Construction inspectors,2264 Inspecteurs / inspectrices en construction,22233,Construction inspectors,Inspecteurs / inspectrices en construction,610,Non-supervisor,y,y,Bridge Inspector in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
611,Building Inspector,Inspecteur(rice) en bâtiment,General Labour and Trades,Travail général et métiers,Inspection,Inspection,Employee,Employé(e),2264,2264 Construction inspectors,2264 Inspecteurs / inspectrices en construction,22233,Construction inspectors,Inspecteurs / inspectrices en construction,611,Non-supervisor,y,y,Building Inspector in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
612,Mechanical Service Labourer,Manœuvre en mécanique,General Labour and Trades,Travail général et métiers,Mechanical Services,Services mécaniques,Employee,Employé(e),7612,7612 Other trades helpers and labourers,7612 Autres manoeuvres et aides de soutien de métiers,75119,Other trades helpers and labourers,Autres manoeuvres et aides de soutien de métiers,612,Non-supervisor,n,,,n,,,,
613,Mechanical Services Inspector,Inspecteur(rice) des services mécaniques,General Labour and Trades,Travail général et métiers,Mechanical Services,Services mécaniques,Employee,Employé(e),7301,"7301 Contractors and supervisors, mechanic trades",7301 Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses en mécanique,72020,"Contractors and supervisors, mechanic trades",Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses en mécanique,613,Non-supervisor,n,,,n,,,Mechanical Technical Inspector in Canada | Labour Market Facts and Figures - Job Bank,
614,Mechanical Services Mechanic,Mécanicien en mécanique,General Labour and Trades,Travail général et métiers,Mechanical Services,Services mécaniques,Employee,Employé(e),7301,"7301 Contractors and supervisors, mechanic trades",7301 Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses en mécanique,72020,"Contractors and supervisors, mechanic trades",Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses en mécanique,614,Non-supervisor,n,,,n,,,,
615,Metalworking Machine Operator,Opérateur(rice) de machine à travailler les métaux,General Labour and Trades,Travail général et métiers,Machining and Shaping,Usinage et façonnage,Employee,Employé(e),9416,9416 Metalworking and forging machine operators,9416 Opérateurs / opératrices de machines à forger et à travailler les métaux,94105,Metalworking and forging machine operators,Opérateurs / opératrices de machines à forger et à travailler les métaux,615,Non-supervisor,y,y,Metalworking Machine Operator in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
616,Labourer - Mineral And Metal Processing,Manoeuvre - traitement du minerai et du métal,General Labour and Trades,Travail général et métiers,Machining and Shaping,Usinage et façonnage,Employee,Employé(e),7612,7612 Other trades helpers and labourers,7612 Autres manoeuvres et aides de soutien de métiers,95100,Labourers in mineral and metal processing,Manoeuvres dans le traitement des métaux et des minerais,616,Non-supervisor,y,n - now changed,Labourer - Mineral And Metal Processing in Canada | Labour Market Facts and Figures - Job Bank,n,,fr 75119 to 95100,,
617,Machine Operator - Mineral And Metal Processing,Opérateur(rice) de machine - traitement du minerai et du métal,General Labour and Trades,Travail général et métiers,Machining and Shaping,Usinage et façonnage,Employee,Employé(e),9416,9416 Metalworking and forging machine operators,9416 Opérateurs / opératrices de machines à forger et à travailler les métaux,94100,"Machine operators, mineral and metal processing",Opérateur(trice) de machine - traitement du minerai et du métal,617,Non-supervisor,y,n - now changed,Machine Operator - Mineral And Metal Processing in Canada | Labour Market Facts and Figures - Job Bank,n,,fr 94105 to 94100,,
618,Auto Body Repairer,Réparateur(rice) de carrosseries d'automobiles,General Labour and Trades,Travail général et métiers,Mechanical Services,Services mécaniques,Employee,Employé(e),7322,7322 Motor vehicle body repairers,7322 Débosseleurs / débosseleuses et réparateurs / réparatrices de carrosserie,72411,"Auto body collision, refinishing and glass technicians and damage repair estimators","Techniciens / techniciennes en collision, en carrosserie, en peinture et en glace de véhicule automobile et estimateurs / estimatrices de dommages",618,Non-supervisor,y,y,Auto Body Repairer in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
619,Oil and Gas Service Operator,Opérateur(rice) de services pétroliers et gaziers,General Labour and Trades,Travail général et métiers,Specialty Trades,Métiers spécialisés,Employee,Employé(e),8615,"8615 Oil and gas drilling, servicing and related labourers","8615 Manoeuvres de forage et d'entretien des puits de pétrole et de gaz, et personnel assimilé",85111,"Oil and gas drilling, servicing and related labourers","Manoeuvres de forage et d'entretien des puits de pétrole et de gaz, et personnel assimilé",619,Non-supervisor,n,,,n,,,,
620,Other Machine Operator,Opérateur(rice) d'autres machines,General Labour and Trades,Travail général et métiers,Machining and Shaping,Usinage et façonnage,Employee,Employé(e),9416,9416 Metalworking and forging machine operators,9416 Opérateurs / opératrices de machines à forger et à travailler les métaux,94105,Metalworking and forging machine operators,Opérateurs / opératrices de machines à forger et à travailler les métaux,620,Non-supervisor,n,,,y,but for just Machine Operator - no precision,,,
622,Other Mechanical Service Mechanic,Autres services mécaniques Mécanicien,General Labour and Trades,Travail général et métiers,Mechanical Services,Services mécaniques,Employee,Employé(e),7301,"7301 Contractors and supervisors, mechanic trades",7301 Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses en mécanique,72020,"Contractors and supervisors, mechanic trades",Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses en mécanique,622,Non-supervisor,n,,,n,"…many types of X service mech,  e.g. heating, auto, etc.",,,
623,Painter,Peintre,General Labour and Trades,Travail général et métiers,Painting,Peinturage,Employee,Employé(e),7294,7294 Painters and decorators (except interior decorators),7294 Peintres et décorateurs / décoratrices (sauf décorateurs / décoratrices d'intérieur),73112,Painters and decorators (except interior decorators),Peintres et décorateurs / décoratrices (sauf décorateurs / décoratrices d'intérieur),623,Non-supervisor,y,y,Painter in Canada | Labour Market Facts and Figures - Job Bank,y,,,,
624,Foreman/woman - Painters,Contremaître(resse) de peintres en bâtiment - construction,General Labour and Trades,Travail général et métiers,Painting,Peinturage,Supervisor,Superviseur(e),7205,"7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",7205 Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses des autres métiers de la construction et des services de réparation et d'installation,72014,"Contractors and supervisors, other construction trades, installers, repairers and servicers",Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses des autres métiers de la construction et des services de réparation et d'installation,624,Non-supervisor,y,y,"Foreman/woman, Painters - Construction in Canada | Labour Market Facts and Figures - Job Bank",n,,,,
625,Paper Machine Operator,Opérateur(rice) de machine à papier,General Labour and Trades,Travail général et métiers,Machining and Shaping,Usinage et façonnage,Employee,Employé(e),9235,9235 Papermaking and finishing machine operators,"9235 Opérateurs / opératrices au contrôle de la réduction en pâte des pâtes et papiers, de la fabrication du papier et du couchage",94121,"Pulp mill, papermaking and finishing machine operators",Opérateurs / opératrices de machines dans la fabrication et la finition du papier dans les usines de pâte à papier,625,Non-supervisor,y,n - now changed,Paper Machine Operator in Canada | Labour Market Facts and Figures - Job Bank,n,,fr 93102 to 94121,,
626,Pest Controller,Préposé(e) à la lutte antiparasitaire,General Labour and Trades,Travail général et métiers,Specialty Trades,Métiers spécialisés,Employee,Employé(e),7444,7444 Pest controllers and fumigators,7444 Fumigateurs / fumigatrices et préposés / préposées au contrôle de la vermine,73202,Pest controllers and fumigators,Fumigateurs / fumigatrices et préposés / préposées au contrôle de la vermine,626,Non-supervisor,y,y,https://www.jobbank.gc.ca/marketreport/summary-occupation/15177/ca,n,,,,
627,Pipefitter,Tuyauteur(euse),General Labour and Trades,Travail général et métiers,Plumbing,Plomberie,Employee,Employé(e),7252,"7252 Steamfitters, pipefitters and sptinkler installers","7252 Tuyauteurs / tuyauteuses, monteurs / monteuses d'appareils de chauffage et poseurs / poseuses de gicleurs",72301,"Steamfitters, pipefitters and sprinkler system installers","Tuyauteurs / tuyauteuses, monteurs / monteuses d'appareils de chauffage et poseurs / poseuses de gicleurs",627,Non-supervisor,y,y,Pipefitter in Canada | Labour Market Facts and Figures - Job Bank,y,,,,
628,Foreman/woman - Pipefitters,Contremaître(resse) de tuyauteurs,General Labour and Trades,Travail général et métiers,Plumbing,Plomberie,Supervisor,Superviseur(e),7203,"7203 Contractors and supervisors, pipefitting trades",7203 Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses en tuyauterie,72012,"Contractors and supervisors, pipefitting trades",Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses en tuyauterie,628,Non-supervisor,y,y,"Foreman/woman, Pipefitters in Canada | Labour Market Facts and Figures - Job Bank",n,,,,
629,Construction Inspector,Inspecteur(rice) en construction,General Labour and Trades,Travail général et métiers,Inspection,Inspection,Employee,Employé(e),2264,2264 Construction inspectors,2264 Inspecteurs / inspectrices en construction,22233,Construction inspectors,Inspecteurs / inspectrices en construction,629,Non-supervisor,y,y,Construction Inspector in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
630,Industrial Construction Safety Inspector,Inspecteur(rice) en sécurité dans l'industrie de la construction industrielle,General Labour and Trades,Travail général et métiers,Inspection,Inspection,Employee,Employé(e),2264,2264 Construction inspectors,2264 Inspecteurs / inspectrices en construction,22233,Construction inspectors,Inspecteurs / inspectrices en construction,630,Non-supervisor,y,y,Industrial Construction Safety Inspector in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
631,Machine Operator - Plastics Processing ,Opérateur(rice) de machine - transformation des matières plastiques,General Labour and Trades,Travail général et métiers,Machining and Shaping,Usinage et façonnage,Employee,Employé(e),9422,9422 Plastics processing machine operators,9422 Opérateurs / opératrices de machines de traitement des matières plastiques,94111,Plastics processing machine operators,Opérateurs / opératrices de machines de traitement des matières plastiques,631,Non-supervisor,y,y,Machine Operator - Plastics Processing in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
